gene.name,SGDID,GeneSymbol,GeneLength,BiologicalProcess,MolecularFunction,CellularComponent,essentiality,cln3.1,clb2.1,alpha0,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha98,alpha105,alpha112,alpha119,cdc28_0,cdc28_10,cdc28_20,cdc28_30,cdc28_40,cdc28_50,cdc28_60,cdc28_70,cdc28_80,cdc28_90,cdc28_100,cdc28_120,elu0,elu30,elu60,elu90,elu120,elu150,elu180,elu210,elu240,elu270,elu300,elu330,elu360,elu390
YOR372C,S000005899,NDD1,1665,G2/M-specific transcription in mitotic cell cycle,transcriptional activator activity,nucleus,1,0.14,0.31,-0.83,-0.43,NA,0.2,0.2,0.4,0.25,-0.16,-0.14,-0.46,0.09,0.12,0.15,0.15,0.23,0.48,-0.41,-0.9,0.16,0.55,0.49,0.56,0.2,0.06,-0.26,-0.5,-0.38,0.38,0.06,-0.51,-0.36,-0.72,-0.22,0.31,-0.02,0.44,0.4,0.39,0.35,0.2,-0.12,-0.22
YOR373W,S000005900,NUD1,2556,microtubule nucleation,structural constituent of cytoskeleton,spindle pole body,1,0.42,-0.14,-0.47,0.03,-0.11,0.35,0.49,0.3,-0.2,-0.06,-0.37,-0.08,0.02,0.02,0.3,0.06,0.09,0.19,-1.13,-0.92,1.06,0.56,0.39,0.28,-0.25,-0.55,-0.36,0.36,0.2,0.47,-0.38,-0.29,-0.46,-0.05,0.06,-0.23,0.09,0.17,0.36,0.15,-0.18,0.37,0.44,-0.04
YOR374W,S000005901,ALD4,1560,ethanol metabolism,aldehyde dehydrogenase (NAD) activity,mitochondrion,0,-0.18,0.14,-0.32,2.38,NA,0.25,-0.23,-0.3,-0.69,-0.58,-0.25,-0.21,-0.09,-0.17,-0.55,-0.63,-0.49,0.26,NA,-0.17,-0.51,0.05,0.01,0.02,-0.21,0.15,0.09,0.88,0.08,0.21,-0.82,-0.04,-0.02,-0.37,-0.67,-0.23,-0.49,0.17,0.41,0.13,-0.26,0.52,1.12,0.53
YOR375C,S000005902,GDH1,1365,glutamate biosynthesis,glutamate dehydrogenase (NADP+) activity,cytoplasm,0,0.08,-0.06,0.03,0.3,0.24,0.12,0.06,0.14,-0.29,-0.34,-0.36,-0.12,-0.09,0.26,0.15,-0.08,-0.04,-0.01,-0.59,-0.42,-0.21,-0.41,-0.09,-0.32,-0.22,-0.08,-0.11,1.23,0.5,-0.14,-0.25,-0.31,-0.4,0.43,0.47,0.55,0.06,0.29,-0.03,-0.13,0.02,-0.02,-0.62,-0.07
YOR376W,NA,NA,NA,NA,NA,NA,0,0.06,0.15,0.18,0.31,0.11,0.35,-0.04,0.04,0.14,-0.02,0.06,-0.15,-0.02,-0.04,-0.09,-0.11,-1.63,0.71,-0.22,1.1,1.24,-0.05,0.68,0.36,-0.05,0.24,-0.42,NA,0.48,-1.64,0.47,-0.42,0.01,-0.01,0.16,0.26,-0.01,-0.13,0.23,-0.65,0.24,0.03,-0.27,0.09
YOR377W,S000005904,ATF1,1578,fatty acid metabolism,alcohol O-acetyltransferase activity,lipid particle,0,0.37,0.18,0.19,-0.42,-0.73,0.07,0.49,0.21,0,0.02,-0.15,0,-0.13,0.15,0.19,0,0.27,0.21,-0.42,0.21,0.93,0.65,0.38,0.4,0.2,0.1,-0.25,-0.32,-0.44,-0.16,0.86,-0.11,-0.07,-0.28,-0.26,-0.15,0.02,0.01,-0.07,-0.07,-0.05,0.31,0.01,-0.15
YOR378W,S000005905,NA,1548,NA,NA,NA,0,0.16,-0.12,-0.28,0.03,0.27,0.17,-0.13,0.11,0.13,-0.06,-0.07,-0.07,0.09,0.14,-0.02,-0.07,0.14,-0.18,0.43,0.47,0.86,1.04,0.16,0.23,-0.13,-0.5,-0.35,-0.19,-0.25,-0.07,0.18,-0.13,0.11,0.26,0.3,0.21,-0.03,-0.02,-0.26,-0.17,-0.02,-0.17,-0.21,-0.06
YOR379C,NA,NA,NA,NA,NA,NA,0,0.19,-0.01,0.15,0.12,-0.3,-0.08,-0.24,-0.01,-0.11,0.05,-0.13,-0.4,0.01,0.02,1.15,0.16,-0.17,0.19,0.28,0.46,0.79,0.89,0.42,0.29,-0.04,-0.1,-0.47,-0.44,-0.44,-0.58,0.1,-0.51,-0.34,0.15,0.1,0.19,-0.06,-0.04,0.4,0,-0.1,0.16,0.13,-0.17
YOR381W,S000005908,FRE3,2136,iron ion homeostasis,ferric-chelate reductase activity,plasma membrane,0,-0.42,0.36,NA,-0.09,-0.15,0.16,0.05,0.28,NA,-0.14,NA,-0.25,NA,-0.15,0.52,NA,-0.24,NA,0.44,-0.12,-0.84,-0.46,-0.24,-0.32,-0.28,-0.37,0.28,-0.08,-0.01,0.42,NA,-0.28,NA,0.48,0.15,NA,0.05,-0.23,0.26,0.33,NA,-0.7,NA,-0.06
YOR382W,S000005909,FIT2,462,siderochrome transport,NA,cell wall (sensu Fungi),0,0.57,0.32,-2.1,-1.32,-0.72,-0.34,-0.01,0.54,0.23,0.62,0.74,0.74,0.37,0.42,0.66,0.17,0.65,0.57,0.2,0.26,0.18,0.25,-0.03,-0.21,-0.12,-0.11,-0.17,0.37,-0.18,-0.26,2.32,2.47,0.25,-0.19,-0.9,-0.67,-0.61,-0.3,-0.35,-0.37,-0.12,-0.15,-0.53,-0.86
YOR383C,S000005910,FIT3,615,siderochrome transport,NA,cell wall (sensu Fungi),0,-0.45,0.32,-0.92,-0.95,-1.67,-0.23,-1.56,0.51,-0.1,1.02,0.99,0.84,0.64,0.71,0.51,0.57,-0.71,1.28,0.04,-0.03,0.14,0.04,-0.19,0.05,-0.04,0.2,-0.24,0.34,-0.41,-0.11,1.26,1.52,-0.24,0.74,-0.17,-0.44,-0.68,-0.15,-0.2,-0.17,-1.02,-0.03,-0.06,-0.36
YOR384W,S000005911,FRE5,2085,NA,ferric-chelate reductase activity,mitochondrion,0,0.07,0.15,0.38,-0.47,NA,-0.38,-0.06,0.01,-0.09,-0.07,0.96,-0.18,0.3,0.01,-0.32,0.13,0.01,0.18,-0.38,-0.48,-0.66,-0.86,0.34,-0.14,0.1,0.37,-0.01,0.52,-0.18,0.06,0.3,1.13,-0.1,0.03,-0.26,-0.2,-0.2,0.19,-0.24,0.08,0.09,0.08,-0.83,-0.06
YOR385W,S000005912,NA,873,NA,NA,cytoplasm,0,0.14,-0.2,1.67,-0.12,0.01,-0.16,-0.04,-0.03,0.05,0.03,-0.24,-0.03,-0.18,-0.21,0,-0.26,0.04,-0.16,0.88,-0.68,-1.01,0.08,-0.37,-0.15,0.65,0.67,0.18,0.19,-0.38,-0.27,1.63,0.19,0.52,-0.07,0.22,-0.13,-0.28,-0.33,-0.28,-0.38,-0.09,-0.35,-0.46,-0.19
YOR386W,S000005913,PHR1,1698,photoreactive repair,deoxyribodipyrimidine photo-lyase activity,nucleus,0,-0.32,0.56,-0.09,0.2,NA,-0.18,-0.16,-0.09,-0.14,-0.02,0.26,-0.23,0.37,-0.16,-1.04,-0.09,-0.12,0.06,NA,-1.37,-0.92,-1.25,-0.08,0.26,0.08,0.49,0.66,0.49,0.6,0.9,1.66,0.37,0.13,-0.26,-0.58,-0.44,-0.32,-0.24,-0.4,-0.51,0.23,0.29,-0.16,0.23
YOR387C,S000005914,NA,621,NA,NA,soluble fraction,0,0.36,-0.27,NA,0.48,-0.05,0.1,0.02,-0.13,-0.13,NA,-0.18,NA,-0.03,-0.05,0.16,0.2,-0.03,-0.52,0.79,-1.68,-0.21,-0.21,-0.4,0.32,-0.07,0.32,0.37,0.09,-0.17,0.18,0.3,0.38,0.36,-0.04,0.21,-0.25,-0.19,-0.25,0.11,-0.44,-0.23,-0.08,0.12,0.01
YOR388C,S000005915,FDH1,1131,formate catabolism,formate dehydrogenase activity,cytosol,0,-1.79,1.4,-0.63,-0.9,NA,0.34,-0.1,0.23,-0.26,0.04,0.44,NA,-0.29,0.32,0.84,0.27,-0.2,-0.02,0.2,0.28,-0.61,-0.47,0.65,-0.08,0.28,0.42,-0.18,0.11,-0.35,-0.23,-0.39,0.24,0.19,0.33,-0.19,-0.13,0.13,0.11,0.21,-0.09,0.02,0.19,-0.81,0.18
YOR389W,S000005916,NA,1875,NA,NA,NA,0,-0.71,-0.34,0.08,0.05,-0.05,-0.08,0.08,0.11,0.16,0.14,-0.19,-0.03,-0.15,0.04,0.27,0.02,0.08,-0.31,0.43,0.85,0.09,-0.19,0.12,0.21,0.24,0.51,-0.35,-0.75,-0.59,-0.45,-0.07,-0.36,-0.02,0,0.39,-0.07,0.05,-0.02,-0.02,-0.16,0.07,0.02,0.07,0.12
YOR391C,S000005918,HSP33,714,NA,unfolded protein binding,NA,0,0.93,-0.07,0.2,0.5,-0.27,0.26,0.18,0.08,-0.1,-0.1,-0.1,-0.43,0.01,0.08,NA,-0.1,0.1,-0.03,1.93,1.03,-0.26,0.15,-1.62,-0.85,-0.34,-0.34,-0.52,-0.04,0.03,0.15,0.35,0,0.19,0.32,0.29,-0.1,-0.02,-0.25,-0.06,-0.34,-0.14,-0.47,-0.1,0.35
YOR392W,NA,NA,NA,NA,NA,NA,0,-0.15,0.31,-0.05,NA,0.18,-0.45,0.03,0.05,0.21,0.21,0.28,-0.57,0.31,0.18,NA,-0.07,-0.01,-0.16,0.35,0.35,0.28,-0.18,0.47,-0.48,-0.09,0.14,-0.59,-0.01,-0.18,-0.27,0.35,-0.25,0.35,0.15,0.55,0.26,0.31,-0.16,-0.46,-0.54,0.03,-0.44,-0.36,0.21
YOR393W,S000005920,ERR1,1314,NA,phosphopyruvate hydratase activity,NA,0,0.2,-0.56,0,0.01,0.04,0.26,0.13,0.12,0.09,0.02,-0.24,-0.02,-0.26,-0.06,0.13,-0.02,0.24,-0.34,0.12,0.32,-0.22,0.02,-2.1,-0.88,0.02,0.02,NA,1.36,0.78,0.02,0.6,0.35,0.11,0.34,-0.35,-0.13,-0.04,-0.15,-0.21,0.11,-0.26,-0.43,-0.08,0.16
YOR394W,S000005921,NA,495,NA,NA,NA,0,-0.81,0.46,0,0.22,0.23,0.26,0.08,0.14,-0.05,-0.02,-0.5,-0.09,0.13,0,0.05,-0.09,-0.74,0.4,0.46,-0.11,0.32,0.37,1.05,0.41,0.77,0.93,-0.11,-0.14,-1.98,-1.48,0.04,-0.23,0.06,-0.31,0.24,0.15,0.1,0.07,0.15,-0.29,0.01,-0.08,0.15,-0.05
YPL003W,S000005924,ULA1,1389,protein neddylation,NEDD8 activating enzyme activity,NA,0,0.26,-0.17,0.16,0.49,0.1,0.13,0.25,0.01,-0.3,-0.14,-0.02,-0.02,-0.44,-0.08,-0.12,-0.2,0.3,0.1,0.84,-0.18,-0.62,0.04,0.12,0.08,0.01,0.35,0.44,-0.23,-0.12,-0.04,0.52,0.11,-0.02,0.11,-0.27,-0.12,-0.16,0.07,0.09,-0.29,-0.27,0.35,-0.02,-0.1
YPL004C,S000005925,LSP1,1026,response to heat,protein kinase inhibitor activity,cytoplasm,0,0.01,0.24,-0.16,0.79,0.33,-0.16,-0.42,-0.2,-0.35,-0.12,0.18,0.23,0.04,0.01,-0.08,-0.54,0.06,0.07,-0.04,-1.24,-1.53,-0.7,-0.38,-0.28,-0.43,-0.17,0.45,1.08,0.64,0.31,0.53,0.21,0.03,-0.22,-0.72,-0.66,-0.7,0.15,0.29,-0.04,-0.36,0.42,0.65,0.41
YPL005W,S000005926,AEP3,1821,mRNA metabolism,NA,cytoplasm,0,0.16,-0.1,0.3,0.21,0.19,0.39,0.24,0,-0.06,-0.14,0.12,-0.2,-0.18,-0.2,-0.12,NA,-0.96,0.53,0.38,-0.57,-0.72,-0.9,-0.39,-0.12,-0.57,-0.36,0.59,0.64,0.08,0.05,0.46,-0.3,-0.02,0.02,0.04,-0.25,-0.36,-0.23,0.16,-0.13,0.52,0.18,0.06,-0.13
YPL006W,S000005927,NCR1,3513,sphingolipid metabolism,sphingolipid transporter activity,vacuolar membrane (sensu Fungi),0,0.26,0.07,0.08,-0.12,0.25,0.23,0,-0.25,NA,-0.28,0.03,-0.12,-0.16,-0.28,0.17,-0.06,-0.16,0.27,0.32,-0.05,-0.57,-0.69,-0.26,0.28,-0.13,-0.02,0.21,0.06,0.4,0.43,0.71,-0.04,0.23,0.19,0.07,-0.45,0.24,0.05,0.18,0.03,-0.45,-0.17,-0.68,0.07
YPL007C,S000005928,TFC8,1767,transcription initiation from Pol III promoter,RNA polymerase III transcription factor activity,transcription factor TFIIIC complex,1,-0.51,0.11,-0.14,0.33,0.29,0.36,0.33,0.11,-0.14,-0.07,-0.22,0,0.03,0.19,0.14,-0.02,-0.28,-0.11,-0.34,-0.35,0.52,0.48,-0.3,0.1,-0.15,-0.21,-0.31,-0.66,0.09,0.43,0.65,-0.05,-0.05,-0.22,0.23,0.09,0.27,0.29,-0.03,-0.19,-0.28,0,-0.55,-0.15
YPL008W,S000005929,CHL1,2586,chromosome segregation,DNA helicase activity,nucleus,0,-0.38,0.32,0.87,0.14,0.28,-0.03,-0.27,-0.01,-0.27,0.08,-0.04,0.03,0.03,0.22,0,-0.18,-0.39,-0.27,0.14,-0.04,0.92,0.12,-0.07,-0.02,-0.15,-0.02,-0.44,-0.05,0.12,-0.44,-0.39,-0.28,0.03,0.2,0.21,0.29,0.24,0.03,0.09,0.17,0.09,-0.06,-0.7,0.07
YPL012W,S000005933,RRP12,3687,processing of 20S pre-rRNA,NA,ribosome,1,-0.23,0.34,0.28,-1.38,-0.36,-0.15,0.19,0.28,0.14,0.42,0.3,0.17,0.31,0.2,-0.15,0.27,-0.15,0.43,-0.63,0.3,0.48,-0.02,0.31,0.15,0.22,0.16,-0.13,0.32,-0.15,-0.32,-1.82,-0.45,-0.16,0.94,1.1,0.71,0.45,0.17,-0.21,0.8,0.35,-0.65,-1.05,-0.19
YPL014W,S000005935,NA,1146,NA,NA,cytoplasm,0,-0.6,0.46,-0.21,0.83,0.4,-0.15,-0.13,-0.23,-0.4,-0.19,0.28,0.34,0.76,0.27,-0.86,-0.37,-0.35,-0.13,0.3,-0.84,0.58,-0.14,-0.58,-0.26,-0.7,-0.95,-0.12,0.54,1.17,0.73,0.21,-0.75,0.06,-0.51,-0.19,-0.03,0.09,0.28,-0.13,0.18,0.28,0.5,-0.37,0.38
YPL016W,S000005937,SWI1,3945,chromatin remodeling,general RNA polymerase II transcription factor activity,nucleosome remodeling complex,1,-0.15,0.2,0.33,NA,0.12,-0.09,-0.11,-0.01,0.41,-0.36,NA,-0.13,0.26,-0.02,0.06,0.02,-0.54,0.19,-1.3,-1.02,0.2,0.52,0.87,0.81,0.49,0.44,0.21,-0.6,-0.07,0.34,-0.01,-0.12,0.77,0.47,0.41,0.09,0.45,-0.08,-0.08,-0.4,0.22,-0.97,-0.85,0.11
YPL017C,S000005938,NA,1500,NA,S-adenosylmethionine-dependent methyltransferase activity,cytoplasm,0,0.56,-0.17,-0.6,0.22,0.32,0.33,0.06,0.27,0.1,0.23,-0.2,0.27,0.1,0.01,-0.24,-0.22,-0.18,-0.07,0.01,0.43,0.25,0.27,-0.3,-0.8,-0.61,-0.28,-0.03,0.49,0.03,0.42,0.07,0.21,0.29,0.18,0.08,-0.14,-0.07,-0.02,-0.07,-0.33,-0.3,0.02,-0.03,0.12
YPL018W,S000005939,CTF19,1110,chromosome segregation,protein binding,nucleus,0,NA,0.03,-0.8,-0.13,0.1,0.19,0.12,0.45,0.1,0.35,0.42,-0.03,0.24,0.1,-0.52,0.03,-0.32,-0.11,0.49,0.31,0.12,0.02,0.06,0,-0.16,0.02,-0.27,-0.16,-0.19,-0.04,-0.56,0.69,0.07,0.05,0.17,-0.15,-0.24,0.14,-0.09,0,-0.34,0.17,-0.34,0.41
YPL019C,S000005940,VTC3,2508,vacuole fusion non-autophagic,NA,vacuolar membrane,0,0.38,-0.15,-0.75,-0.45,-0.24,-0.16,0.08,0.27,0.26,0.51,0.29,0.69,0.45,0.1,0.13,0.04,-0.2,-0.12,-0.89,0.02,0.27,-0.07,-0.11,-0.31,-0.34,-0.1,-0.18,0.58,0.19,NA,-1.07,0.51,0.2,0.49,0.75,0.4,0.22,-0.29,-0.27,-0.24,0.14,0.07,-0.49,-0.42
YPL021W,S000005942,ECM23,564,pseudohyphal growth,NA,NA,0,0.06,1.3,0.23,0.19,-0.07,0.11,0.1,0.17,0.32,-0.05,-0.18,-0.15,-0.22,-0.04,-0.31,0.04,0.11,0.05,1.13,1.32,0.58,0.76,0.48,0.92,-0.52,0.67,-2.33,-3.33,0.26,0.13,0.31,-0.15,0.2,0.45,0.34,-0.05,0.1,-0.07,0.04,-0.38,-0.03,-0.5,-0.11,-0.15
YPL025C,NA,NA,NA,NA,NA,NA,0,-0.92,0.5,-0.22,0.03,-0.47,0.36,0.49,0.07,0.2,-0.06,-0.04,-0.4,NA,-0.22,-0.3,-0.16,0.33,0.63,-0.95,-1.3,0,0.83,0.41,0.6,0.33,-0.17,0.1,-0.11,0,-0.37,0.37,-0.31,0.14,0.05,-0.02,-0.08,-0.06,-0.16,-0.06,0.01,0.01,-0.22,0.48,-0.14
YPL026C,S000005947,SKS1,1509,protein amino acid phosphorylation,protein serine/threonine kinase activity,cytoplasm,0,0.7,0.03,-0.22,0.07,-0.07,-0.05,-0.04,-0.07,-0.04,-0.22,0.1,0.17,-0.04,0.1,-0.2,-0.31,0.1,0.41,-0.39,-1.04,-0.54,0.13,0.17,-0.19,0.25,0.48,0.49,0.22,0.27,0.15,0.03,-0.28,-0.36,0.24,0.5,0.27,-0.51,-0.05,0.32,0.29,-0.16,-0.25,0.13,-0.16
YPL027W,S000005948,SMA1,738,spore wall assembly (sensu Fungi),NA,NA,0,0.19,0.01,0.14,0.14,-0.27,0.12,0.43,0.24,0.09,-0.09,-0.29,-0.05,-0.33,-0.03,NA,-0.27,-0.05,0.67,0.78,-0.61,-0.06,0.15,0.82,0.08,-0.22,0.5,-0.73,-0.5,-0.06,-0.4,0.28,-0.02,-0.14,0.04,0.02,-0.16,-0.07,0.08,0.18,-0.14,-0.16,0.04,-0.07,0.12
YPL028W,S000005949,ERG10,1197,ergosterol biosynthesis,acetyl-CoA C-acetyltransferase activity,cytosol,1,0.23,0.23,-0.03,0.33,0.12,0.23,-0.1,0.21,-0.02,0.01,-0.1,-0.02,-0.13,0.15,0.21,-0.32,0.1,-0.23,-0.05,-0.28,0.26,0.09,-0.47,-0.34,-0.56,-0.31,-0.31,0.92,0.53,NA,-0.48,-0.17,-0.28,0.25,0.12,0.01,-0.43,0.27,0.3,0,-0.21,0.17,0.08,0.36
YPL031C,S000005952,PHO85,1020,protein amino acid phosphorylation,cyclin-dependent protein kinase activity,nucleus,0,-0.79,0.2,0.03,0.16,-0.19,0.22,0.28,0.31,-0.11,0.03,0.03,0.05,-0.29,0.02,0.13,-0.06,0.18,-0.11,0.34,-0.58,-0.46,-0.45,-0.57,-0.18,-0.4,-0.32,0.13,0.5,0.12,NA,0.71,-0.06,-0.03,-0.13,-0.17,-0.26,-0.01,0.18,0.05,-0.18,-0.34,0.07,0.13,0.04
YPL032C,S000005953,SVL3,2478,endocytosis,NA,cytoplasm,0,-0.09,0.28,-0.19,-0.25,0.01,0.67,0.45,0.78,0.1,-0.19,-0.6,-0.71,-0.44,0.18,0.38,0.15,0.2,0.01,-0.7,-0.35,0.18,0.38,0.34,0.55,0.2,0.08,-0.41,-0.34,-0.31,0.2,-0.78,-0.75,-0.57,-0.25,0.23,0.69,0.23,0.45,0.41,0.44,0.4,0.03,-0.32,-0.21
YPL033C,S000005954,NA,846,meiosis,NA,NA,0,0.1,-0.09,0.43,0.2,0.01,0.21,0.21,0.29,0.03,-0.11,0.01,-0.44,-0.41,-0.07,-0.57,NA,-0.27,0.51,1.85,0.88,1.09,0.41,0.14,0.24,-0.18,-1.44,-0.96,NA,-0.31,-0.44,0.49,-0.18,-0.03,0.1,0.09,-0.11,0.16,0.09,0.01,-0.25,0.14,-0.39,0.05,-0.16
YPL036W,S000005957,PMA2,2844,regulation of pH,hydrogen-exporting ATPase activity phosphorylative mechanism,plasma membrane,0,-0.76,0.36,-0.28,-0.64,-0.67,-0.33,-0.31,0.45,0.33,0.72,0.54,0.17,0.1,-0.08,-0.1,0.18,0.27,0.52,1.04,1.09,-0.18,-0.6,-1.45,-0.31,0.82,-1.18,-0.07,0.14,-0.45,0.4,-0.81,-0.13,-0.42,0.42,0.04,-0.25,0.42,-0.09,0.08,0.42,0.09,-0.12,0.02,0.35
YPL037C,S000005958,EGD1,474,nascent polypeptide association,unfolded protein binding,cytosolic ribosome (sensu Eukarya),0,-0.3,0.04,0.22,0.13,0.05,0.05,-0.01,0.02,-0.02,0.18,-0.34,0.28,-0.22,0.01,0.34,-0.01,0.22,-0.54,-0.42,-0.15,0.42,-0.02,-0.03,-0.5,-0.37,-0.3,-0.34,1.17,0.37,-0.45,-0.37,-0.01,0.12,0.75,0.36,0.33,0.31,0.14,-0.03,-0.33,-0.23,-0.25,-0.46,-0.33
YPL038W,S000005959,MET31,534,regulation of transcription,DNA binding,cytoplasm,0,0.26,0.42,0.13,-0.21,-0.23,-0.25,0.21,0.28,0.16,0.16,-0.09,-0.29,0.02,0.19,-0.68,-0.47,0.12,0,0.28,0.23,0.19,0.2,-0.01,0.05,0.05,0.04,-0.03,0.01,-0.33,-0.21,0.37,0.18,-1.45,0.4,0.46,0.3,0.17,0.17,-0.4,-0.15,0.3,-0.1,-0.4,0.17
YPL040C,S000005961,ISM1,3009,protein biosynthesis,isoleucine-tRNA ligase activity,mitochondrion,0,0.48,0.01,-0.17,-0.03,0.31,0.14,-0.08,0.1,-0.14,0.1,0.19,0.1,0.19,0.22,-0.29,0.02,-0.29,-0.03,0.2,-0.2,-0.34,-0.11,-0.11,0.08,-0.24,0.08,0.05,0.11,0.04,0.24,-0.75,-0.26,-1.19,-0.31,-0.01,0.11,0.42,0.09,0.28,0.37,0.32,0.33,0.2,0.4
YPL041C,S000005962,NA,624,NA,NA,NA,0,0.58,-0.29,0.09,0.52,0.42,0.15,0.51,0.36,0.26,0.19,-0.26,-0.07,-0.03,0.03,0.15,0.12,0.2,-0.3,-0.04,-0.22,0.47,0.57,-0.05,0.14,-0.13,0.21,0.33,-0.4,-0.25,0.01,0.23,-0.03,-0.05,0.5,0.43,-0.05,0.19,-0.14,-0.1,-0.32,-0.03,-0.19,-0.32,-0.12
YPL042C,S000005963,SSN3,1668,protein amino acid phosphorylation,general RNA polymerase II transcription factor activity,transcription factor complex,0,-0.47,0.2,0.24,-0.01,0.01,NA,-0.26,0.16,-0.15,0.14,-0.01,0.22,0.02,0.07,-0.06,0.02,-0.35,0.14,0.34,-0.15,-0.08,0.11,0.12,-0.26,-0.37,-0.01,0.07,-0.42,-0.38,0.01,-0.32,-0.04,-0.99,0.61,0.16,0.17,0.35,0.11,0.14,0.43,-0.26,0.3,-0.87,0.2
YPL043W,S000005964,NOP4,2058,rRNA processing,RNA binding,nucleolus,1,0.58,-0.12,0.18,-0.89,-0.18,0.06,-0.03,0.09,-0.11,0.18,-0.18,0.44,-0.25,0.01,0.32,0.18,0.07,-0.4,-1,-0.06,-0.12,-0.29,0.16,0.06,0.12,0.07,0.14,0.26,0.05,0.13,-1.2,-0.22,-0.01,0.61,0.95,0.69,0.15,0.11,-0.12,0.19,-0.2,-0.42,-0.42,-0.12
YPL044C,NA,NA,NA,NA,NA,NA,1,-0.54,0.07,0.2,-0.96,-0.48,0.37,-0.26,0.38,0.02,0.4,0.04,0.12,0.12,0.23,-0.03,0.14,-0.01,-0.05,-0.49,0.23,0.43,0.49,-0.01,-0.03,0.26,0.32,0.35,-1.25,-0.26,0.49,-1.32,-0.24,-0.57,0.57,1.02,0.35,0.09,0.04,-0.03,0.6,-0.14,-0.26,-0.36,0.25
YPL046C,S000005967,ELC1,300,RNA elongation from Pol II promoter,transcriptional elongation regulator activity,transcription elongation factor complex,0,0.37,0.11,0.02,-0.04,-0.01,0.39,-0.65,-0.11,0.17,0.14,0,0.64,-0.44,0.04,0.69,0.08,-0.42,-0.18,0.07,-0.01,-0.19,-0.22,-0.11,-0.18,-0.19,-0.07,0.01,0.07,-0.02,-0.1,-0.14,-0.28,-0.18,0.48,0.18,0.12,0.18,0.01,0.44,-0.16,-0.07,-0.07,-0.77,0.28
YPL050C,S000005971,MNN9,1188,N-linked glycosylation,mannosyltransferase activity,membrane,0,0.25,-0.04,-0.13,0.18,0.12,0.31,0.1,0.34,0.1,0.02,-0.13,-0.13,-0.14,0.1,0.04,-0.26,-0.03,0.07,-0.63,0,0.3,0.14,0.26,0.01,0.15,0.13,-0.03,-0.25,0.15,-0.01,-0.63,-0.34,-0.22,0.18,0.53,0.59,0.19,0.34,-0.05,0.1,0.35,-0.09,-0.88,-0.06
YPL052W,S000005973,NA,606,NA,NA,NA,0,0.04,-0.4,0.33,0.02,-0.02,0.11,0.13,0.4,0.16,-0.08,-0.16,-0.32,0.41,-0.04,-0.3,-0.25,-0.45,0.61,-0.34,-0.69,-0.13,0.38,0.3,0.35,0.33,0.2,-0.05,-0.3,0.03,-0.05,0.31,-0.03,-0.03,0.06,0.51,0.5,-0.2,-0.12,-0.14,-0.14,0.21,-0.69,-0.12,-0.12
YPL053C,S000005974,KTR6,1341,cell wall organization and biogenesis,mannosylphosphate transferase activity,membrane fraction,0,0.58,-0.2,-0.03,0.24,0.05,0.36,0.6,0.52,NA,-0.08,-0.04,-0.36,-0.4,-0.19,0.15,0.15,0.02,-0.5,-0.41,-0.65,0.18,0.28,0.34,0.24,0.1,0.02,-0.17,0.31,0.09,-0.01,0.32,0.02,-0.19,-0.09,0.16,0.01,0.38,0.16,-0.09,-0.14,0.09,-0.07,-0.35,-0.22
YPL054W,S000005975,LEE1,906,NA,NA,NA,0,0.45,-0.47,0.03,0.24,-0.34,0.32,-0.15,0.08,0.01,0.1,-0.15,0.08,-0.63,-0.08,0.1,-0.27,-0.23,0.4,1.04,0.01,-0.19,1.14,1.16,0.93,-0.5,-0.22,-0.07,-0.62,-0.39,0.04,0.98,0.2,-0.3,0.1,-0.35,-0.32,-0.22,-0.01,0.18,-0.14,-0.35,0.27,0.16,-0.19
YPL056C,S000005977,NA,306,NA,NA,NA,0,0.38,0.08,-0.14,0.04,0.09,0,-0.3,0.03,0.22,-0.1,0.18,0,-0.26,0.06,0.13,-0.3,0.01,0.59,0.27,0.02,0.48,0.73,0.09,0.43,0.29,0.06,0.09,0.43,-0.27,-0.27,0.58,-0.19,-0.32,0.15,0.15,-0.14,0.29,-0.14,0.54,-0.14,-0.16,-0.23,-0.5,0.13
YPL057C,S000005978,SUR1,1149,sphingolipid biosynthesis,mannosyltransferase activity,intracellular,0,1.09,-0.69,0.06,0.71,0.58,0.54,0.82,0.03,-0.71,-1,-0.07,0.69,0.5,0.32,0.09,-0.51,-0.67,-0.77,-0.5,-0.28,-0.1,0.47,0.27,0.03,-0.26,-0.31,0.06,0.44,0.62,0.38,1.68,-0.4,-0.3,-0.45,0.06,-0.14,0.18,-0.14,-0.08,-0.19,-0.25,0.21,0.07,-0.25
YPL058C,S000005979,PDR12,4536,transport,xenobiotic-transporting ATPase activity,plasma membrane,0,0.24,0.12,0.52,0.33,-0.11,0.29,-0.44,0.11,-0.12,NA,-0.14,-0.22,0.12,-0.12,0.16,-0.2,-0.3,0.2,NA,-2.62,-2.18,-1.57,-1.31,-0.45,0.27,1.2,1.55,0.98,0.79,0.8,0.33,-0.17,1.06,0.17,0.28,0.02,0.19,-0.29,0.39,-0.76,-0.24,-0.34,-0.76,0.1
